x	y
42.648	0.05088874
42.682	0.044496995
42.715	0.037108667
42.748	0.028912775
42.781	0.02005488
42.815	0.010687349
42.848	0.001009673
42.881	-0.0087064
42.915	-0.018133098
42.948	-0.026949105
42.981	-0.034892273
43.015	-0.041767649
43.048	-0.047438224
43.081	-0.051819698
43.115	-0.054857444
43.148	-0.056506082
43.181	-0.056745017
43.215	-0.055597987
43.248	-0.05310461
43.281	-0.049292461
43.315	-0.044192958
43.348	-0.037865965
43.381	-0.030427896
43.415	-0.022088887
43.448	-0.013147042
43.481	-0.003924373
43.515	0.005292187
43.548	0.014270685
43.581	0.022822972
43.614	0.030765268
43.648	0.037896334
43.681	0.044031166
43.714	0.049034153
43.748	0.052816805
43.781	0.055327635
43.814	0.056531738
43.848	0.056389843
43.881	0.054873501
43.914	0.051997547
43.948	0.047848027
43.981	0.042578529
44.014	0.036354336
44.048	0.029314376
44.081	0.021591992
44.114	0.013336584
44.148	0.004712389
44.181	-0.004090528
44.214	-0.012820316
44.248	-0.021167179
44.281	-0.02884017
44.314	-0.035625661
44.347	-0.041366398
